datetime,Ta,RH,WS,P,Kd,Ld
06/08/2003 00:00,9.119,63.813,5.703,992.002,0.0,260.444
06/08/2003 00:30,8.932,64.106,5.799,991.941,0.0,260.796
06/08/2003 01:00,8.745,64.397,5.97,991.88,0.0,261.147
06/08/2003 01:30,8.584,65.317,6.161,992.133,0.0,262.959
06/08/2003 02:00,8.423,66.25,6.456,992.386,0.0,264.771
06/08/2003 02:30,8.342,66.479,6.77,992.502,0.0,263.968
06/08/2003 03:00,8.261,66.708,7.092,992.618,0.0,263.164
06/08/2003 03:30,8.234,67.005,7.293,992.581,0.0,267.829
06/08/2003 04:00,8.207,67.302,7.495,992.545,0.0,272.493
06/08/2003 04:30,8.409,70.002,7.388,992.717,0.0,269.639
06/08/2003 05:00,8.611,72.618,7.283,992.888,0.0,266.785
06/08/2003 05:30,8.568,72.388,6.978,992.922,0.0,271.411
06/08/2003 06:00,8.526,72.151,6.673,992.955,0.0,276.038
06/08/2003 06:30,8.469,72.652,6.378,993.425,0.0,278.609
06/08/2003 07:00,8.413,73.151,6.101,993.896,0.0,281.181
06/08/2003 07:30,7.923,75.482,6.164,994.538,8.28,280.194
06/08/2003 08:00,7.433,77.897,6.288,995.179,16.56,279.207
06/08/2003 08:30,7.813,76.571,6.45,995.63,45.089,298.688
06/08/2003 09:00,8.192,75.274,6.614,996.08,73.618,318.168
06/08/2003 09:30,8.629,74.528,6.872,996.883,110.98,318.567
06/08/2003 10:00,9.067,73.777,7.214,997.687,148.342,318.966
06/08/2003 10:30,9.431,71.653,6.967,998.185,200.283,317.636
06/08/2003 11:00,9.795,69.594,7.01,998.684,252.224,316.307
06/08/2003 11:30,10.215,65.353,6.868,998.799,280.821,312.275
06/08/2003 12:00,10.635,61.298,6.88,998.915,309.418,308.243
06/08/2003 12:30,11.079,58.227,6.475,998.903,352.34,316.211
06/08/2003 13:00,11.524,55.286,6.082,998.89,395.261,324.178
06/08/2003 13:30,12.076,50.67,6.179,999.003,346.669,326.097
06/08/2003 14:00,12.628,46.32,6.277,999.115,298.078,328.017
06/08/2003 14:30,12.554,47.887,6.117,999.263,238.835,328.201
06/08/2003 15:00,12.48,49.468,5.966,999.411,179.591,328.386
06/08/2003 15:30,12.498,49.442,5.435,999.713,183.561,321.588
06/08/2003 16:00,12.515,49.418,4.954,1000.016,187.531,314.789
06/08/2003 16:30,12.122,52.439,4.581,1000.106,139.314,305.158
06/08/2003 17:00,11.729,55.589,4.267,1000.196,91.096,295.527
06/08/2003 17:30,11.385,57.173,4.192,1000.43,51.201,297.435
06/08/2003 18:00,11.042,58.801,4.183,1000.663,11.306,299.343
06/08/2003 18:30,10.768,59.845,4.381,1000.976,5.653,305.104
06/08/2003 19:00,10.494,60.911,4.599,1001.288,0.0,310.865
06/08/2003 19:30,10.361,63.919,4.921,1001.611,0.0,297.829
06/08/2003 20:00,10.227,66.983,5.244,1001.934,0.0,284.793
06/08/2003 20:30,9.948,68.427,5.378,1002.378,0.0,279.411
06/08/2003 21:00,9.669,69.905,5.514,1002.823,0.0,274.029
06/08/2003 21:30,9.571,70.39,5.587,1003.025,0.0,279.531
06/08/2003 22:00,9.473,70.879,5.662,1003.226,0.0,285.032
06/08/2003 22:30,9.847,71.991,5.665,1003.405,0.0,285.315
06/08/2003 23:00,10.221,73.01,5.669,1003.584,0.0,285.597
06/08/2003 23:30,10.138,73.482,5.626,1003.661,0.0,278.804
07/08/2003 00:00,10.056,73.952,5.583,1003.738,0.0,272.01
07/08/2003 00:30,9.831,74.913,5.596,1003.521,0.0,268.457
07/08/2003 01:00,9.605,75.888,5.609,1003.304,0.0,264.903
07/08/2003 01:30,9.462,76.244,5.61,1003.544,0.0,265.362
07/08/2003 02:00,9.317,76.606,5.613,1003.784,0.0,265.821
07/08/2003 02:30,9.262,76.69,5.621,1003.883,0.0,266.118
07/08/2003 03:00,9.206,76.78,5.629,1003.982,0.0,266.415
07/08/2003 03:30,9.114,76.786,5.633,1003.839,0.0,264.017
07/08/2003 04:00,9.022,76.79,5.636,1003.696,0.0,261.618
07/08/2003 04:30,8.78,77.663,5.651,1003.71,0.0,265.482
07/08/2003 05:00,8.538,78.547,5.664,1003.725,0.0,269.345
07/08/2003 05:30,8.48,78.386,5.671,1003.868,0.0,268.347
07/08/2003 06:00,8.421,78.228,5.677,1004.01,0.0,267.349
07/08/2003 06:30,8.386,78.364,5.726,1004.184,0.0,265.983
07/08/2003 07:00,8.35,78.505,5.776,1004.358,0.0,264.617
07/08/2003 07:30,8.535,76.862,5.888,1004.708,12.624,261.619
07/08/2003 08:00,8.719,75.253,5.999,1005.058,25.248,258.622
07/08/2003 08:30,9.02,74.121,6.062,1005.429,96.452,259.627
07/08/2003 09:00,9.322,73.003,6.125,1005.799,167.656,260.633
07/08/2003 09:30,9.785,71.492,6.264,1006.067,238.937,262.098
07/08/2003 10:00,10.248,70.014,6.411,1006.335,310.217,263.562
07/08/2003 10:30,9.934,70.382,6.546,1006.437,385.264,264.931
07/08/2003 11:00,9.619,70.742,6.752,1006.54,460.31,266.3
07/08/2003 11:30,11.182,59.489,6.755,1006.51,484.589,274.091
07/08/2003 12:00,12.744,49.837,6.918,1006.481,508.868,281.882
07/08/2003 12:30,13.003,49.157,6.653,1006.092,488.329,303.655
07/08/2003 13:00,13.263,48.485,6.389,1005.703,467.791,325.429
07/08/2003 13:30,13.242,48.251,6.322,1005.578,443.096,319.543
07/08/2003 14:00,13.224,48.014,6.258,1005.453,418.401,313.657
07/08/2003 14:30,13.275,48.419,5.582,1005.506,346.652,320.347
07/08/2003 15:00,13.326,48.817,4.927,1005.56,274.904,327.038
07/08/2003 15:30,13.241,49.797,4.777,1005.626,232.153,326.846
07/08/2003 16:00,13.155,50.786,4.665,1005.692,189.402,326.654
07/08/2003 16:30,13.006,51.583,4.575,1005.711,147.619,322.532
07/08/2003 17:00,12.857,52.391,4.536,1005.73,105.837,318.411
07/08/2003 17:30,12.644,53.142,4.709,1005.535,58.045,321.39
07/08/2003 18:00,12.431,53.906,4.895,1005.341,10.252,324.369
07/08/2003 18:30,12.006,55.742,5.041,1005.45,5.126,317.336
07/08/2003 19:00,11.582,57.641,5.188,1005.56,0.0,310.304
07/08/2003 19:30,11.621,59.085,5.148,1005.72,0.0,314.152
07/08/2003 20:00,11.66,60.522,5.107,1005.88,0.0,318.0
07/08/2003 20:30,11.446,61.436,5.176,1005.978,0.0,310.062
07/08/2003 21:00,11.232,62.365,5.245,1006.075,0.0,302.124
07/08/2003 21:30,11.117,62.59,5.329,1006.155,0.0,304.008
07/08/2003 22:00,11.004,62.817,5.412,1006.236,0.0,305.892
07/08/2003 22:30,10.881,63.105,5.395,1006.148,0.0,305.186
07/08/2003 23:00,10.759,63.39,5.378,1006.059,0.0,304.48
07/08/2003 23:30,10.673,63.381,5.298,1006.002,0.0,304.233
08/08/2003 00:00,10.588,63.365,5.223,1005.944,0.0,303.987
08/08/2003 00:30,10.554,63.202,5.198,1005.552,0.0,306.157
08/08/2003 01:00,10.519,63.042,5.174,1005.161,0.0,308.328
08/08/2003 01:30,10.225,64.318,5.201,1005.246,0.0,307.189
08/08/2003 02:00,9.93,65.628,5.228,1005.33,0.0,306.049
08/08/2003 02:30,9.805,65.827,5.329,1005.172,0.0,298.354
08/08/2003 03:00,9.679,66.029,5.43,1005.015,0.0,290.659
08/08/2003 03:30,9.439,66.754,5.532,1004.728,0.0,280.975
08/08/2003 04:00,9.201,67.487,5.632,1004.44,0.0,271.291
08/08/2003 04:30,9.201,68.478,5.701,1004.036,0.0,270.009
08/08/2003 05:00,9.2,69.473,5.769,1003.633,0.0,268.727
08/08/2003 05:30,9.054,69.982,5.818,1003.472,0.0,272.987
08/08/2003 06:00,8.907,70.5,5.866,1003.31,0.0,277.247
08/08/2003 06:30,8.899,70.729,5.908,1003.205,0.0,269.331
08/08/2003 07:00,8.891,70.953,5.95,1003.098,0.0,261.415
08/08/2003 07:30,8.985,70.57,6.102,1002.988,13.006,261.527
08/08/2003 08:00,9.079,70.185,6.254,1002.877,26.013,261.639
08/08/2003 08:30,9.299,70.021,6.408,1003.007,95.245,262.828
08/08/2003 09:00,9.519,69.848,6.563,1003.137,164.477,264.018
08/08/2003 09:30,10.05,68.402,6.871,1003.258,240.705,263.616
08/08/2003 10:00,10.581,66.982,7.192,1003.38,316.933,263.215
08/08/2003 10:30,11.342,64.307,7.528,1003.365,385.791,269.956
08/08/2003 11:00,12.102,61.756,7.941,1003.35,454.649,276.697
08/08/2003 11:30,12.549,59.155,8.164,1002.829,489.333,278.873
08/08/2003 12:00,12.996,56.66,8.79,1002.309,524.016,281.049
08/08/2003 12:30,13.28,55.148,8.559,1001.712,521.73,294.684
08/08/2003 13:00,13.564,53.674,8.361,1001.116,519.443,308.319
08/08/2003 13:30,13.591,53.499,8.155,1000.635,483.543,303.95
08/08/2003 14:00,13.619,53.32,7.948,1000.154,447.644,299.581
08/08/2003 14:30,13.85,52.805,7.306,999.872,410.724,307.912
08/08/2003 15:00,14.082,52.291,6.71,999.589,373.804,316.243
08/08/2003 15:30,14.019,52.668,6.287,999.449,292.119,313.22
08/08/2003 16:00,13.956,53.048,5.93,999.309,210.433,310.197
08/08/2003 16:30,13.265,55.735,5.716,999.015,149.294,307.656
08/08/2003 17:00,12.574,58.571,5.503,998.722,88.155,305.114
08/08/2003 17:30,12.155,62.88,5.132,998.915,48.405,312.046
08/08/2003 18:00,11.736,67.391,4.926,999.108,8.654,318.978
08/08/2003 18:30,11.431,69.969,5.127,999.26,4.327,328.965
08/08/2003 19:00,11.126,72.628,5.339,999.411,0.0,338.952
08/08/2003 19:30,11.052,74.266,5.165,999.486,0.0,340.325
08/08/2003 20:00,10.979,75.923,5.037,999.56,0.0,341.698
08/08/2003 20:30,10.761,76.601,4.735,999.853,0.0,326.756
08/08/2003 21:00,10.542,77.29,4.442,1000.148,0.0,311.814
08/08/2003 21:30,10.184,77.454,4.554,1000.427,0.0,296.514
08/08/2003 22:00,9.825,77.591,4.712,1000.704,0.0,281.213
08/08/2003 22:30,9.432,78.556,4.899,1000.837,0.0,299.592
08/08/2003 23:00,9.039,79.523,5.114,1000.97,0.0,317.97
08/08/2003 23:30,8.848,79.803,5.728,1001.268,0.0,318.998
09/08/2003 00:00,8.657,80.079,6.385,1001.569,0.0,320.025
09/08/2003 00:30,8.513,79.999,6.641,1001.456,0.0,331.374
09/08/2003 01:00,8.369,79.911,6.907,1001.343,0.0,342.723
09/08/2003 01:30,7.793,77.728,7.018,1001.851,0.0,341.15
09/08/2003 02:00,7.217,75.249,7.151,1002.358,0.0,339.578
09/08/2003 02:30,6.984,76.807,6.809,1002.544,0.0,311.951
09/08/2003 03:00,6.751,78.399,6.466,1002.728,0.0,284.325
09/08/2003 03:30,6.607,78.558,6.115,1002.868,0.0,274.518
09/08/2003 04:00,6.463,78.714,5.768,1003.01,0.0,264.711
09/08/2003 04:30,5.882,79.628,5.454,1003.052,0.0,264.273
09/08/2003 05:00,5.301,80.499,5.145,1003.093,0.0,263.834
09/08/2003 05:30,5.271,80.906,4.87,1003.286,0.0,263.379
09/08/2003 06:00,5.241,81.315,4.598,1003.48,0.0,262.923
09/08/2003 06:30,5.129,82.083,4.478,1003.726,0.0,264.413
09/08/2003 07:00,5.016,82.864,4.358,1003.971,0.0,265.902
09/08/2003 07:30,5.177,80.263,4.312,1004.151,12.301,275.437
09/08/2003 08:00,5.34,77.71,4.268,1004.331,24.602,284.972
09/08/2003 08:30,5.528,76.813,4.112,1004.952,81.975,280.454
09/08/2003 09:00,5.716,75.928,4.036,1005.574,139.348,275.935
09/08/2003 09:30,6.064,74.722,4.431,1006.225,190.6,281.023
09/08/2003 10:00,6.415,73.532,4.871,1006.876,241.852,286.11
09/08/2003 10:30,7.004,71.67,5.249,1007.176,324.354,284.743
09/08/2003 11:00,7.592,69.859,5.675,1007.475,406.856,283.377
09/08/2003 11:30,7.76,68.328,6.106,1007.638,401.637,284.217
09/08/2003 12:00,7.927,66.823,6.548,1007.802,396.417,285.058
09/08/2003 12:30,8.155,67.082,6.294,1007.971,467.953,280.464
09/08/2003 13:00,8.381,67.324,6.039,1008.138,539.488,275.871
09/08/2003 13:30,8.521,65.699,5.76,1008.199,514.963,279.802
09/08/2003 14:00,8.661,64.1,5.481,1008.258,490.438,283.733
09/08/2003 14:30,8.774,63.314,5.484,1008.41,413.181,285.549
09/08/2003 15:00,8.887,62.536,5.487,1008.562,335.924,287.364
09/08/2003 15:30,8.963,60.916,5.477,1008.786,310.744,278.924
09/08/2003 16:00,9.04,59.306,5.468,1009.01,285.564,270.484
09/08/2003 16:30,8.538,59.854,4.685,1009.051,197.749,278.743
09/08/2003 17:00,8.036,60.376,3.908,1009.092,109.934,287.002
09/08/2003 17:30,7.883,61.411,3.226,1009.136,61.998,288.305
09/08/2003 18:00,7.73,62.457,2.554,1009.18,14.061,289.608
09/08/2003 18:30,7.099,66.618,2.695,1009.34,7.03,279.433
09/08/2003 19:00,6.467,71.04,2.837,1009.5,0.0,269.258
09/08/2003 19:30,6.427,70.23,2.327,1009.898,0.0,271.543
09/08/2003 20:00,6.39,69.409,1.869,1010.295,0.0,273.827
09/08/2003 20:30,6.475,69.303,1.271,1010.403,0.0,273.707
09/08/2003 21:00,6.559,69.2,1.271,1010.511,0.0,273.587
09/08/2003 21:30,5.479,73.345,1.569,1010.878,0.0,275.761
09/08/2003 22:00,4.398,77.771,1.939,1011.248,0.0,277.935
09/08/2003 22:30,4.062,79.431,1.851,1011.297,0.0,277.25
09/08/2003 23:00,3.725,81.136,1.768,1011.347,0.0,276.566
09/08/2003 23:30,3.582,81.369,1.802,1011.188,0.0,269.546
10/08/2003 00:00,3.439,81.599,1.836,1011.028,0.0,262.526
10/08/2003 00:30,3.616,81.446,1.708,1010.64,0.0,271.524
10/08/2003 01:00,3.792,81.29,1.58,1010.252,0.0,280.522
10/08/2003 01:30,3.524,81.899,1.695,1010.461,0.0,281.119
10/08/2003 02:00,3.256,82.504,1.814,1010.67,0.0,281.717
10/08/2003 02:30,2.979,82.766,1.869,1010.79,0.0,270.225
10/08/2003 03:00,2.701,83.014,1.942,1010.91,0.0,258.734
10/08/2003 03:30,2.535,82.992,2.04,1010.99,0.0,254.862
10/08/2003 04:00,2.37,82.953,2.138,1011.07,0.0,250.99
10/08/2003 04:30,2.582,83.367,1.994,1011.045,0.0,251.712
10/08/2003 05:00,2.794,83.753,1.854,1011.02,0.0,252.434
10/08/2003 05:30,2.605,83.971,1.731,1011.146,0.0,251.947
10/08/2003 06:00,2.415,84.186,1.622,1011.273,0.0,251.46
10/08/2003 06:30,2.3,85.422,1.505,1011.307,0.0,248.641
10/08/2003 07:00,2.185,86.672,1.501,1011.34,0.0,245.821
10/08/2003 07:30,2.877,86.253,1.699,1011.47,15.472,244.535
10/08/2003 08:00,3.569,85.698,2.03,1011.598,30.944,243.248
10/08/2003 08:30,3.955,81.717,2.067,1011.71,106.271,244.377
10/08/2003 09:00,4.34,77.898,2.213,1011.82,181.598,245.505
10/08/2003 09:30,4.691,76.129,1.909,1011.757,265.171,244.608
10/08/2003 10:00,5.042,74.404,1.731,1011.694,348.744,243.711
10/08/2003 10:30,6.742,67.553,1.572,1011.643,416.547,246.154
10/08/2003 11:00,8.441,61.407,1.522,1011.593,484.351,248.597
10/08/2003 11:30,8.983,59.421,1.57,1011.32,526.142,254.008
10/08/2003 12:00,9.526,57.503,1.644,1011.047,567.932,259.418
10/08/2003 12:30,9.784,57.226,2.021,1010.298,580.922,264.954
10/08/2003 13:00,10.042,56.942,2.399,1009.549,593.911,270.49
10/08/2003 13:30,10.5,55.621,2.252,1009.023,570.993,270.289
10/08/2003 14:00,10.957,54.338,2.117,1008.498,548.074,270.089
10/08/2003 14:30,11.213,53.371,1.448,1008.447,482.03,274.385
10/08/2003 15:00,11.472,52.42,0.818,1008.395,415.986,278.681
10/08/2003 15:30,11.616,51.352,1.017,1008.141,342.903,277.873
10/08/2003 16:00,11.761,50.297,1.245,1007.888,269.821,277.065
10/08/2003 16:30,11.569,53.234,0.863,1007.548,181.895,282.744
10/08/2003 17:00,11.377,56.238,0.763,1007.208,93.97,288.423
10/08/2003 17:30,11.587,55.079,0.358,1006.973,52.706,293.294
10/08/2003 18:00,11.798,53.94,0.195,1006.737,11.442,298.164
10/08/2003 18:30,10.504,59.526,0.654,1006.668,5.721,297.296
10/08/2003 19:00,9.213,65.733,1.327,1006.6,0.0,296.427
10/08/2003 19:30,8.423,70.172,1.784,1006.395,0.0,295.333
10/08/2003 20:00,7.634,74.919,2.242,1006.189,0.0,294.238
10/08/2003 20:30,7.357,76.414,2.115,1006.182,0.0,293.516
10/08/2003 21:00,7.079,77.947,2.002,1006.175,0.0,292.794
10/08/2003 21:30,6.89,78.452,1.963,1006.22,0.0,293.243
10/08/2003 22:00,6.701,78.959,1.933,1006.265,0.0,293.693
10/08/2003 22:30,6.911,78.339,1.873,1006.205,0.0,299.84
10/08/2003 23:00,7.121,77.722,1.835,1006.145,0.0,305.987
10/08/2003 23:30,6.858,78.275,1.886,1005.911,0.0,299.789
11/08/2003 00:00,6.596,78.82,1.953,1005.68,0.0,293.591
11/08/2003 00:30,6.523,77.96,2.109,1005.353,0.0,299.424
11/08/2003 01:00,6.451,77.084,2.269,1005.029,0.0,305.257
11/08/2003 01:30,6.806,76.619,2.431,1004.829,0.0,307.789
11/08/2003 02:00,7.161,76.136,2.608,1004.628,0.0,310.321
11/08/2003 02:30,7.349,72.984,3.054,1004.404,0.0,311.182
11/08/2003 03:00,7.536,69.908,3.532,1004.179,0.0,312.044
11/08/2003 03:30,7.941,65.725,3.937,1003.807,0.0,314.449
11/08/2003 04:00,8.346,61.724,4.348,1003.434,0.0,316.854
11/08/2003 04:30,8.808,64.411,5.061,1003.106,0.0,320.2
11/08/2003 05:00,9.271,66.873,5.808,1002.778,0.0,323.546
11/08/2003 05:30,9.072,68.794,6.213,1002.655,0.0,310.56
11/08/2003 06:00,8.873,70.756,6.62,1002.531,0.0,297.573
11/08/2003 06:30,8.644,72.22,6.822,1002.273,0.0,310.008
11/08/2003 07:00,8.415,73.71,7.024,1002.016,0.0,322.442
11/08/2003 07:30,7.875,76.242,6.786,1001.819,2.652,325.923
11/08/2003 08:00,7.335,78.869,6.551,1001.623,5.305,329.404
11/08/2003 08:30,7.507,78.371,6.757,1001.658,18.388,331.412
11/08/2003 09:00,7.68,77.871,6.964,1001.693,31.471,333.42
11/08/2003 09:30,8.056,75.935,7.231,1001.66,54.449,330.617
11/08/2003 10:00,8.432,74.052,7.497,1001.627,77.427,327.813
11/08/2003 10:30,8.262,76.113,7.058,1001.383,101.808,330.722
11/08/2003 11:00,8.091,78.218,6.618,1001.141,126.188,333.63
11/08/2003 11:30,8.207,77.873,6.736,1000.752,123.919,336.599
11/08/2003 12:00,8.323,77.529,6.856,1000.363,121.649,339.568
11/08/2003 12:30,8.495,76.883,7.155,999.847,127.319,345.137
11/08/2003 13:00,8.667,76.244,7.458,999.33,132.989,350.707
11/08/2003 13:30,9.039,76.728,7.76,998.83,159.827,346.391
11/08/2003 14:00,9.411,77.145,8.081,998.33,186.664,342.075
11/08/2003 14:30,9.576,76.83,7.837,998.424,194.052,341.439
11/08/2003 15:00,9.742,76.519,7.611,998.518,201.439,340.803
11/08/2003 15:30,9.754,75.596,7.23,998.583,166.755,339.914
11/08/2003 16:00,9.765,74.679,6.854,998.648,132.071,339.025
11/08/2003 16:30,10.484,72.194,6.799,998.637,77.877,344.416
11/08/2003 17:00,11.203,69.797,6.745,998.626,23.684,349.807
11/08/2003 17:30,11.235,70.878,6.795,998.512,14.435,351.297
11/08/2003 18:00,11.266,71.96,6.846,998.398,5.186,352.788
11/08/2003 18:30,11.064,73.535,6.769,998.558,2.593,353.683
11/08/2003 19:00,10.861,75.146,6.698,998.717,0.0,354.579
11/08/2003 19:30,11.186,74.472,6.123,998.915,0.0,348.789
11/08/2003 20:00,11.511,73.796,5.567,999.113,0.0,343.0
11/08/2003 20:30,11.168,75.57,5.326,999.271,0.0,326.278
11/08/2003 21:00,10.825,77.392,5.088,999.428,0.0,309.556
11/08/2003 21:30,10.657,77.95,5.019,999.703,0.0,313.738
11/08/2003 22:00,10.489,78.512,4.954,999.978,0.0,317.919
11/08/2003 22:30,10.564,78.768,5.036,1000.093,0.0,319.294
11/08/2003 23:00,10.641,79.021,5.119,1000.207,0.0,320.669
11/08/2003 23:30,10.48,79.788,5.139,1000.263,0.0,312.43
12/08/2003 00:00,10.318,80.569,5.16,1000.322,0.0,304.192
12/08/2003 00:30,10.206,81.028,5.142,1000.178,0.0,309.464
12/08/2003 01:00,10.093,81.495,5.126,1000.033,0.0,314.736
12/08/2003 01:30,10.197,81.827,4.912,1000.266,0.0,313.857
12/08/2003 02:00,10.301,82.151,4.699,1000.498,0.0,312.978
12/08/2003 02:30,10.409,82.77,4.587,1000.326,0.0,310.327
12/08/2003 03:00,10.518,83.37,4.476,1000.151,0.0,307.677
12/08/2003 03:30,10.431,83.598,4.406,999.924,0.0,299.012
12/08/2003 04:00,10.345,83.82,4.342,999.696,0.0,290.348
12/08/2003 04:30,10.539,84.046,4.439,999.47,0.0,304.479
12/08/2003 05:00,10.733,84.253,4.543,999.243,0.0,318.611
12/08/2003 05:30,10.665,84.198,4.697,999.185,0.0,311.589
12/08/2003 06:00,10.597,84.142,4.858,999.125,0.0,304.567
12/08/2003 06:30,10.548,84.218,5.1,998.944,0.0,302.603
12/08/2003 07:00,10.5,84.288,5.352,998.762,0.0,300.639
12/08/2003 07:30,10.181,85.607,5.422,998.598,11.927,308.206
12/08/2003 08:00,9.863,86.943,5.493,998.436,23.854,315.773
12/08/2003 08:30,10.114,85.196,5.884,998.353,76.475,302.986
12/08/2003 09:00,10.365,83.485,6.276,998.271,129.096,290.198
12/08/2003 09:30,10.873,80.639,6.19,998.416,198.379,292.399
12/08/2003 10:00,11.381,77.901,6.114,998.562,267.661,294.601
12/08/2003 10:30,11.869,76.479,6.354,998.485,336.171,300.614
12/08/2003 11:00,12.355,75.083,6.594,998.408,404.68,306.627
12/08/2003 11:30,12.689,73.142,7.227,998.166,395.66,315.155
12/08/2003 12:00,13.024,71.254,7.866,997.924,386.641,323.684
12/08/2003 12:30,13.16,70.953,8.601,997.661,418.545,331.09
12/08/2003 13:00,13.295,70.658,9.435,997.398,450.449,338.497
12/08/2003 13:30,13.18,69.918,9.872,993.6,438.08,329.65
12/08/2003 14:00,13.51,67.726,10.636,993.05,425.711,320.803
12/08/2003 14:30,13.86,64.814,9.86,992.5,393.127,326.12
12/08/2003 15:00,13.67,65.822,10.267,993.1,360.543,331.437
12/08/2003 15:30,13.64,64.666,9.967,992.4,311.467,319.228
12/08/2003 16:00,13.75,63.99,9.542,992.5,262.391,307.019
12/08/2003 16:30,13.78,64.493,8.28,992.1,162.224,328.771
12/08/2003 17:00,13.72,66.056,6.914,992.1,62.057,350.523
12/08/2003 17:30,13.629,66.715,5.533,990.4,37.217,338.606
12/08/2003 18:00,13.5,68.512,4.43,991.2,12.377,326.69
12/08/2003 18:30,13.129,69.76,4.081,990.8,6.189,329.032
12/08/2003 19:00,12.74,71.456,4.381,991.1,0.0,331.373
12/08/2003 19:30,12.56,72.504,3.735,991.3,0.0,335.33
12/08/2003 20:00,12.06,76.488,4.474,991.0,0.0,339.286
12/08/2003 20:30,11.9,78.922,1.357,991.0,0.0,335.136
12/08/2003 21:00,12.73,73.381,2.035,991.5,0.0,330.985
12/08/2003 21:30,12.56,72.79,2.37,991.2,0.0,334.93
12/08/2003 22:00,12.45,74.187,1.738,991.4,0.0,338.876
12/08/2003 22:30,11.73,79.073,0.873,991.8,0.0,343.803
12/08/2003 23:00,11.689,80.569,1.136,991.2,0.0,348.73
12/08/2003 23:30,11.189,84.6,4.123,991.75,0.0,354.802
13/08/2003 00:00,10.74,88.541,2.603,992.3,0.0,360.873
13/08/2003 00:30,10.61,90.689,1.396,991.4,0.0,363.035
13/08/2003 01:00,10.48,92.862,2.397,991.4,0.0,365.196
13/08/2003 01:30,10.379,94.885,3.261,991.1,0.0,361.312
13/08/2003 02:00,10.49,95.583,5.199,991.2,0.0,357.427
13/08/2003 02:30,10.6,94.698,4.044,990.8,0.0,357.312
13/08/2003 03:00,10.57,94.614,1.517,990.4,0.0,357.196
13/08/2003 03:30,10.56,94.406,0.563,989.5,0.0,357.846
13/08/2003 04:00,10.48,94.148,2.22,989.2,0.0,358.497
13/08/2003 04:30,10.41,95.069,1.337,988.6,0.0,363.27
13/08/2003 05:00,10.39,94.726,0.28,989.7,0.0,368.044
13/08/2003 05:30,10.03,96.307,1.063,988.3,0.0,366.364
13/08/2003 06:00,10.52,92.666,1.044,988.5,0.0,364.683
13/08/2003 06:30,10.99,90.088,1.65,988.5,0.0,362.536
13/08/2003 07:00,11.08,89.731,2.213,988.5,0.0,360.389
13/08/2003 07:30,11.37,89.834,1.818,988.6,2.652,360.789
13/08/2003 08:00,10.79,93.849,2.774,989.0,5.305,361.189
13/08/2003 08:30,10.879,97.329,2.518,989.1,35.228,356.563
13/08/2003 09:00,11.97,92.459,3.628,988.9,65.151,351.937
13/08/2003 09:30,12.58,89.598,2.402,989.7,93.511,347.547
13/08/2003 10:00,13.06,86.776,2.76,989.5,121.87,343.158
13/08/2003 10:30,13.05,85.927,1.619,990.3,153.655,346.488
13/08/2003 11:00,13.21,83.129,1.024,989.9,185.44,349.818
13/08/2003 11:30,13.39,82.963,1.751,990.8,227.758,351.365
13/08/2003 12:00,13.67,80.275,1.525,990.7,270.076,352.913
13/08/2003 12:30,13.939,78.441,1.146,991.8,277.216,355.909
13/08/2003 13:00,13.939,78.966,2.031,991.3,284.357,358.905
13/08/2003 13:30,13.72,78.698,2.43,993.0,238.002,362.94
13/08/2003 14:00,13.62,78.051,2.199,992.3,191.646,366.974
13/08/2003 14:30,13.52,78.097,2.194,993.8,141.159,365.533
13/08/2003 15:00,12.99,80.329,3.275,993.3,90.671,364.093
13/08/2003 15:30,12.21,85.01,3.561,994.3,84.415,363.768
13/08/2003 16:00,12.05,84.474,3.329,994.1,78.158,363.444
13/08/2003 16:30,12.18,83.536,2.636,994.7,53.021,358.713
13/08/2003 17:00,12.29,82.995,2.505,994.5,27.883,353.982
13/08/2003 17:30,12.32,82.676,1.719,995.3,17.878,345.996
13/08/2003 18:00,12.29,81.322,0.721,994.8,7.872,338.011
13/08/2003 18:30,12.29,81.042,1.552,996.4,3.936,339.116
13/08/2003 19:00,12.2,82.533,1.996,995.9,0.0,340.222
13/08/2003 19:30,12.21,83.251,2.135,997.4,0.0,344.072
13/08/2003 20:00,12.07,83.746,3.288,996.8,0.0,347.921
13/08/2003 20:30,11.9,83.048,2.455,998.6,0.0,355.21
13/08/2003 21:00,11.86,85.041,4.262,997.9,0.0,362.5
13/08/2003 21:30,11.62,87.299,4.642,999.8,0.0,364.428
13/08/2003 22:00,10.77,92.134,8.246,999.2,0.0,366.357
13/08/2003 22:30,10.24,95.205,9.478,1000.8,0.0,366.981
13/08/2003 23:00,9.96,93.554,9.859,1000.4,0.0,367.604
13/08/2003 23:30,9.36,92.933,10.218,1000.8,0.0,360.308
14/08/2003 00:00,8.67,91.865,10.079,1001.2,0.0,353.012
14/08/2003 00:30,8.879,85.15,6.868,1002.5,0.0,345.57
14/08/2003 01:00,8.81,85.144,5.575,1002.5,0.0,338.127
14/08/2003 01:30,8.41,87.217,5.511,1002.8,0.0,312.152
14/08/2003 02:00,8.189,89.746,5.973,1002.9,0.0,286.177
14/08/2003 02:30,8.11,87.615,5.586,1003.1,0.0,292.657
14/08/2003 03:00,8.129,86.528,6.647,1003.2,0.0,299.138
14/08/2003 03:30,7.81,91.552,6.641,1003.4,0.0,312.054
